	Description	Secretion	SignalP	RNA binding domain	Diff exp	S4TE;promotor_motif	S4TE;homology	S4TE;Eukaryotic_domains	S4TE;Prokaryotic_domains	S4TE;Nuclear_localization_signal	S4TE;Prenylation	S4TE;Coiled_coils	S4TE;C_basicity	S4TE;C_charge	S4TE;C_hidrofilnost	S4TE;hidrofilnost	S4TE;E-block	S4TE Score	CatRapid mean	CatRapid max	CatRapid max (STAR, all)	CatRapid mean (STAR, all)	CatRapid max (Z-score, all)	CatRapid mean (Z-score, all)	CatRapid count Z-score > 2 (all)
CP003496.1_prot_D7S_00110_105	tRNA pseudouridine synthase A	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.013020290263491613	4.51	0.15	0.06183745951167771	5.61	-0.001811887939688967	11350
CP003496.1_prot_D7S_00111_106	30S ribosomal protein S9	0.0	0.171	0.5	-4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.28243201352684233	4.88	0.82	0.6416264466880078	6.42	0.25809075066770215	22421
CP003496.1_prot_D7S_00112_107	ribosomal protein L13	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.17384599126391434	5.19	0.29	0.11697971321955564	7.26	0.1578233856761313	18022
CP003496.1_prot_D7S_00113_108	tellurite resistance protein TehB	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.248644497675074	4.0	0.1	0.047727539635936594	6.07	0.2222952853598015	20768
CP003496.1_prot_D7S_00114_109	exodeoxyribonuclease V, alpha subunit	0.0	0.164	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.3921269550514302	9.49	2.0	1.5347307408179116	9.82	0.311039531756104	33470
CP003496.1_prot_D7S_00116_111	DsrE protein	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.11107580667887841	3.21	0.07	0.028351012444831708	4.7	0.0862785785994355	11485
CP003496.1_prot_D7S_00118_112	beta-hydroxydecanoyl thioester dehydrase	1.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1497921657038185	3.5	0.17	0.07941422158240678	6.02	0.13052327013050974	15571
CP003496.1_prot_D7S_00119_113	Putative protease La-like protein	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.27775961673946736	6.79	0.45	0.23585465876157824	7.93	0.20847299831417046	24856
CP003496.1_prot_D7S_00120_114	macrodomain Ter protein	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.25307312949133437	5.63	0.23	0.09349980110999569	7.97	0.23960828140094328	22293
CP003496.1_prot_D7S_00121_115	cold shock domain-containing protein CspD	0.0	0.123	0.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	4.0	0.12276877553896012	2.9299999999999997	1.5	0.8945654726952438	5.31	0.10230873411247704	13672
CP003496.1_prot_D7S_00122_116	hypothetical protein	0.0	0.088	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.35468930534028464	3.915	0.59	0.5443411058284244	5.44	0.30795086469797134	25298
CP003496.1_prot_D7S_00124_117	tRNA pseudouridine synthase C	0.0	0.182	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.358687473580386	4.27	0.11	0.05518837724698353	5.9	0.30746831966359167	26984
CP003496.1_prot_D7S_00125_118	Zn-ribbon-containing, possibly nucleic-acid-binding protein	0.0	0.223	1.0	3.31	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0372587008595181	4.92	2.0	1.4629572102362056	6.31	0.029794480328831485	13677
CP003496.1_prot_D7S_00126_119	7-cyano-7-deazaguanine reductase	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.12952233338030153	4.3	0.11	0.050819995075104665	6.54	0.11227605932604702	16225
CP003496.1_prot_D7S_00127_120	two component Fis family transcriptional regulator	0.0	0.111	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	-0.2654685078202057	2.86	1.5	0.9541458147860512	5.05	-0.2759841266834618	5318
CP003496.1_prot_D7S_00129_121	integral membrane sensor signal transduction histidine kinase	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.3409250387487671	8.86	0.09	0.04235874074214385	10.03	0.264079707536984	28138
CP003496.1_prot_D7S_00132_124	ISPsy8, transposase OrfA	0.0	0.097	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.27380724249682964	3.87	0.6	0.5436330574129147	5.77	0.23768482563976287	21816
CP003496.1_prot_D7S_00134_125	integrase, catalytic region	0.0	0.236	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0416669015076793	3.65	1.5	0.9740247760119713	5.21	-0.05041975261871838	6998
CP003496.1_prot_D7S_00135_126	phosphoglycerate transport regulatory protein	0.0	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.1269635057066366	3.11	0.12	0.05277925103706932	6.19	0.10470100202678388	17589
CP003496.1_prot_D7S_00136_127	extracellular solute-binding protein	0.0	0.841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.10170917288995351	3.88	0.32	0.15220360653874568	5.4	0.0721944197147349	16945
CP003496.1_prot_D7S_00137_128	ABC transporter related protein	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24000422713822742	4.07	0.1	0.0465697156820033	6.98	0.20081762733695752	20612
CP003496.1_prot_D7S_00138_129	binding-protein-dependent transport systems inner membrane component	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.1493469071438636	6.43	0.75	0.4100183736480216	6.49	0.08621569147424846	19641
CP003496.1_prot_D7S_00139_130	ABC transporter related protein	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.29923841059602646	4.18	0.26	0.11638323262553749	6.91	0.25769846381149014	23649
CP003496.1_prot_D7S_00140_131	transporting ATPase	0.0	0.11	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.10011765534732987	4.66	0.13	0.05190224082738242	6.65	0.08956963991438258	14421
CP003496.1_prot_D7S_00141_132	ATP-dependent metallopeptidase HflB	0.0	0.35	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.4751247005777089	9.76	1.42	0.9853049646733468	9.94	0.38088847006231885	34200
CP003496.1_prot_D7S_00142_133	ribosomal RNA large subunit methyltransferase J	0.0	0.127	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.026612653233760743	3.18	0.18	0.08367861269486486	5.38	0.003834315155418331	10745
CP003496.1_prot_D7S_00143_134	formyltetrahydrofolate deformylase	0.0	0.096	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0593264759757644	5.09	2.0	1.4523758831663292	6.51	0.05374074214384483	15029
CP003496.1_prot_D7S_00144_135	H-NS histone family	0.0	0.148	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	0.5794582217838523	5.79	0.76	0.6117871687534331	8.17	0.5434120053795011	37008
CP003496.1_prot_D7S_00145_136	Na+/H+ antiporter family	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.3700211356911371	6.56	0.05	0.026651260583789523	6.56	0.302514822040801	28959
CP003496.1_prot_D7S_00146_137	Sel1 domain protein repeat-containing protein	0.0	0.814	0.0	3.08	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	-0.30346061716218126	2.89	0.24	0.1036594813706363	4.81	-0.3040202299547289	3315
CP003496.1_prot_D7S_00147_138	membrane protein	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.300189516697196	2.99	0.12	0.052920084102059	4.78	-0.30132138730513514	2787
CP003496.1_prot_D7S_00148_139	putative translation initiation inhibitor, YjgF family protein	0.0	0.209	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.43525010567845573	4.275	2.0	1.4654994980395128	6.11	0.38705055594491694	29356
CP003496.1_prot_D7S_00150_140	hypothetical protein	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.06081865577004368	3.67	0.12	0.05239425681435039	6.21	-0.09342820070842726	9657
CP003496.1_prot_D7S_00151_141	Ribonuclease III	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.15618993941101875	5.07	0.14	0.061504081980565624	7.53	0.14087966207641162	19911
CP003496.1_prot_D7S_00152_142	endoribonuclease L-PSP	0.0	0.282	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.05959208116105397	2.81	1.5	1.0222003864148654	3.8	-0.08842886367510847	6609
CP003496.1_prot_D7S_00153_143	DNA polymerase III subunit tau	0.0	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	-0.20297026912780047	8.13	0.94	0.4862591631466293	9.47	-0.2622659254067774	17466
CP003496.1_prot_D7S_00154_144	adenine phosphoribosyltransferase	0.0	0.198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.10940185994082008	3.16	0.2	0.09270594586403501	5.11	-0.11533318811206031	5391
CP003496.1_prot_D7S_00155_145	lipid A biosynthesis lauroyl acyltransferase	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.0731027194589263	3.68	0.47	0.2122249161820696	5.67	-0.08348000681908586	9712
CP003496.1_prot_D7S_00156_146	inner membrane protein YfcA	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.5499506833873887e-05	4.41	0.16	0.07665817437917904	6.92	-0.008151554183319759	11710
CP003496.1_prot_D7S_00157_147	peptidoglycan amidase MepA	0.0	0.661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2542806819783007	2.34	0.45	0.1910855605856837	4.1	-0.2656823821339951	2491
CP003496.1_prot_D7S_00158_148	chorismate synthase	0.0	0.139	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.08965055657319994	2.44	1.13	0.776393461254333	4.37	-0.11156337014376906	6279
CP003496.1_prot_D7S_00160_150	O-succinylbenzoate-CoA ligase	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.4403106946597154	3.91	0.25	0.11116947322561707	5.59	-0.45831653817740986	2722
CP003496.1_prot_D7S_00161_151	protein SeqA	0.0	0.112	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.03997604621671128	3.52	0.58	0.538803534559506	5.39	-0.04799736707518042	7488
CP003496.1_prot_D7S_00162_152	esterase YbfF	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.09021769761871212	5.83	0.12	0.054250184683575495	7.25	0.08711723145113934	16938
CP003496.1_prot_D7S_00163_153	flavodoxin	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.2810518528955897	3.7249999999999996	0.04	0.017776125622715137	6.2	0.2486409183035629	22156
CP003496.1_prot_D7S_00164_154	ferric uptake regulation protein	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.4347970973650839	4.48	0.1	0.04216335499024492	6.75	0.4006697857670525	30290
CP003496.1_prot_D7S_00166_156	acetyl-CoA carboxylase subunit beta	0.0	0.139	0.0	-5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.3154325771452727	3.87	0.08	0.03913852215255811	5.48	0.27285710226734605	22922
CP003496.1_prot_D7S_00167_157	translation initiation factor Sui1	0.0	0.114	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.41100958151331546	4.305	0.73	0.6036684787755953	6.2	0.3723381887750271	28591
CP003496.1_prot_D7S_00168_158	orotidine 5'-phosphate decarboxylase	0.0	0.097	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	-0.11902916725376919	3.87	0.11	0.04959094955770652	5.74	-0.123624533555585	5223
CP003496.1_prot_D7S_00169_159	tetratricopeptide domain protein	0.0	0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.3630583345075384	4.69	0.1	0.04336626067849905	7.7	0.33130528668573483	28645
CP003496.1_prot_D7S_00170_160	30S ribosomal protein S1	0.0	0.183	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	4.0	0.592077638438777	5.09	0.24	0.11400412933532858	7.0	0.5413243233004376	36989
CP003496.1_prot_D7S_00171_161	integration host factor subunit beta	0.0	0.1	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.4810314217274905	4.925	1.5	0.9996297804633191	6.58	0.43284062280984226	32598
CP003496.1_prot_D7S_00172_162	ribosomal protein S1	0.0	0.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.6315971537269268	8.1	2.0	1.536099198757411	8.1	0.5388124372549391	37151
CP003496.1_prot_D7S_00173_163	cytidylate kinase	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.2554283500070452	3.21	0.25	0.10824190707101324	5.62	-0.2520893868505294	3211
CP003496.1_prot_D7S_00174_164	coproporphyrinogen III oxidase	0.0	0.15	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.06365506552064253	3.62	0.17	0.08379860966416003	4.93	0.03186445172655466	12848
CP003496.1_prot_D7S_00177_167	branched-chain amino acid transport protein AzlD	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.4054614625898267	3.8600000000000003	0.07	0.03467249445949274	5.33	0.35840651222699976	27415
CP003496.1_prot_D7S_00178_168	azaleucine resistance protein AzlC	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.12938283781879667	3.61	0.14	0.06298183471293545	5.84	-0.13984818063000776	6606
CP003496.1_prot_D7S_00179_169	HTH-type transcriptional regulator MetR	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.4457066366070171	4.46	0.11	0.053439944689636906	6.51	0.39477658022843937	30968
CP003496.1_prot_D7S_00181_171	crispr-associated protein Cas2	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.6263660701704945	5.0649999999999995	0.25	0.11905849260318606	7.04	0.5758388422707557	38316
CP003496.1_prot_D7S_00182_172	CRISPR-associated protein Cas1	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.16431238551500635	4.24	0.38	0.17550953724925653	5.22	0.12036415812702442	18794
CP003496.1_prot_D7S_00184_173	hypothetical protein	0.0	0.105	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.4765112019163027	7.83	0.75	0.3541718599056693	9.38	0.40329806981986255	32199
CP003496.1_prot_D7S_00185_174	CRISPR-associated protein Cas4	0.0	0.137	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.18064111596449206	3.99	0.09	0.043884605913662805	6.38	0.1531659500312542	16303
CP003496.1_prot_D7S_00186_175	CRISPR-associated Csd2 family protein	0.0	0.183	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.014864027053684658	2.57	0.95	0.7230183925899266	4.15	-0.04237910329020892	8347
CP003496.1_prot_D7S_00187_176	CRISPR-associated RAMP Csd1 family protein	0.0	0.101	0.0	-2.7	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	-0.044058052698323226	7.27	0.98	0.477117515579717	8.63	-0.10355871043509557	19389
CP003496.1_prot_D7S_00188_177	CRISPR-associated Cas5 family protein	0.0	0.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.37341905030294487	4.82	0.42	0.18738364934745136	6.01	-0.35453781751368557	3765
CP003496.1_prot_D7S_00192_180	putative transcriptional regulator	0.0	0.106	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.47927786388614907	4.925	1.5	0.9673436819275283	6.64	0.4359516413160835	32385
CP003496.1_prot_D7S_00193_181	diaminopimelate decarboxylase	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.23223051993800195	3.1449999999999996	0.1	0.04708616672664938	4.64	0.19566789157653475	17195
CP003496.1_prot_D7S_00195_182	peptide chain release factor 3	0.0	0.14	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.47773143581795124	6.18	0.68	0.364515371356051	7.24	0.40347773379046464	32640
CP003496.1_prot_D7S_00196_183	WcaG protein	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.14363815696773286	4.63	0.08	0.034966283408785256	6.21	0.12694542837118558	16746
CP003496.1_prot_D7S_00197_184	argininosuccinate synthase	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.339628716359025	2.57	0.38	0.18051616691606842	4.69	-0.3507763339836721	4125
CP003496.1_prot_D7S_00198_185	L-lactate dehydrogenase	0.0	0.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.5079470198675496	4.3100000000000005	0.11	0.04959862102930314	6.76	0.46150019889000427	33259
CP003496.1_prot_D7S_00199_186	gamma-glutamyltransferase	1.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.22965407918838945	6.49	0.91	0.4807489629306916	7.08	0.1658370427897638	22306
CP003496.1_prot_D7S_00201_187	sensor protein QseC	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.2332076933915739	3.19	0.28	0.11464493398746048	5.97	-0.24597389805466635	6323
CP003496.1_prot_D7S_00203_188	transcriptional regulatory protein QseB	0.0	0.098	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.28458644497675073	3.16	1.5	0.9522937700073874	4.83	-0.2785520807682837	3078
CP003496.1_prot_D7S_00204_189	protein YgiW	0.0	0.843	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.3948379597012822	5.61	2.0	1.4397297937226525	7.92	0.3676877616350653	28723
CP003496.1_prot_D7S_00206_191	formate dehydrogenase accessory protein FdhE	0.0	0.138	0.0	-3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.4023242215020431	4.21	0.04	0.019742768927698752	6.02	0.35523828916712447	28415
CP003496.1_prot_D7S_00207_192	2',3'-cyclic-nucleotide 2'-phosphodiesterase	1.0	0.701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	-0.08349584331407638	7.83	0.98	0.5045115829750157	8.67	-0.13952304282764763	18364
CP003496.1_prot_D7S_00208_193	ABC transport system periplasmic protein	1.0	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	-0.06861631675355785	3.55	0.41	0.19083514859924608	5.56	-0.08416579849601273	9429
CP003496.1_prot_D7S_00209_194	ABC transport system permease protein	0.0	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.0051549950683387365	3.73	0.07	0.03241963896728734	5.21	-0.030317561040289435	11215
CP003496.1_prot_D7S_00210_195	transport system permease protein	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.012134000281809214	3.08	0.04	0.021643399693141135	4.17	-0.020339533650294544	9728
CP003496.1_prot_D7S_00211_196	putative siderophore ABC superfamily ATP binding cassette transporter, ABC protein	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.039484289136254756	5.1	0.18	0.08344884738507001	7.67	-0.04243356126759229	12606
CP003496.1_prot_D7S_00212_197	NlpD protein	0.0	0.214	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	-0.05103705791179372	4.63	0.83	0.47743678139147233	5.05	-0.10010152861174779	12741
CP003496.1_prot_D7S_00213_198	zinc import ATP-binding protein ZnuC	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.27632238974214457	4.33	0.21	0.0966776845415112	6.2	-0.2636388346939935	4517
CP003496.1_prot_D7S_00214_199	high-affinity zinc uptake system membrane protein ZnuB	0.0	0.106	0.0	-5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.09364027053684656	4.78	0.07	0.029373780614854246	6.36	-0.09316443467883999	8777
CP003496.1_prot_D7S_00215_200	SoxR-reducing system protein RsxE	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.5448133013949557	3.95	0.56	0.24176046066713391	5.41	-0.5454883223154585	2693
CP003496.1_prot_D7S_00216_201	endonuclease III	0.0	0.104	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.11881358320417078	3.64	1.5	0.9396912469456178	5.17	0.09820487564639252	13811
CP003496.1_prot_D7S_00217_202	hypothetical protein	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.10569747780752431	2.01	0.1	0.04859754134070805	2.88	-0.12997963745193492	2122
CP003496.1_prot_D7S_00218_203	electron transport complex protein RnfE	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.006959278568409187	5.4	0.08	0.03366317504214575	7.54	-0.0037075938097853884	13672
CP003496.1_prot_D7S_00219_204	electron transport complex protein RnfG	0.0	0.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.07921868395096521	3.26	0.15	0.0674847991210956	5.07	0.056205462845453004	12606
CP003496.1_prot_D7S_00220_205	electron transport complex protein RnfD	0.0	0.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.35543116809919684	3.96	0.08	0.03261502471918626	6.56	0.3179816452938837	27408
CP003496.1_prot_D7S_00222_207	electron transport complex protein RnfB	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.22584965478371144	2.41	0.09	0.03993967003201183	3.87	-0.2347362339704127	1916
CP003496.1_prot_D7S_00223_208	Electron transport complex protein rnfA	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.19300408623361984	4.54	0.05	0.02287007747239217	6.55	0.17690034663686474	19042
CP003496.1_prot_D7S_00224_209	NAD-dependent epimerase/dehydratase	0.0	0.297	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	-0.048426095533323936	3.33	0.19	0.08922186653533615	4.88	-0.06725067717311006	8052
CP003496.1_prot_D7S_00225_210	arginine repressor	0.0	0.118	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.2503431027194589	4.27	1.5	0.9500604246775141	6.7	0.23018506241357756	21006
CP003496.1_prot_D7S_00227_212	malate dehydrogenase, NAD-dependent	1.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.19713540932788504	4.56	0.29	0.1271704582046862	6.22	0.16671414770897658	21499
