	Description	Ori_CR (Pr)	Rec_CR (Pr)	Ori_RBP (Pr)	Rec_RBP (Pr)	Orignial_rank	Rec_rank	SignalP_nonfused	SignalP_fused	MS_nonfused	MS_fused	Secretion_nonfused	Secretion_fused
CP003496.1_prot_D7S_00197_184	argininosuccinate synthase	0.06891366570699863	0.06923361212848476	0.0	0.24865457518395193	1879.0	1911.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00198_185	L-lactate dehydrogenase	0.9214805833442634	0.9203665161324707	0.0	0.4398568445905332	402.0	425.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00199_186	gamma-glutamyltransferase	0.6518312354575154	0.6520835054287617	0.0	0.773167604213211	874.0	346.0	True	False	True	True	True	True
CP003496.1_prot_D7S_00201_187	sensor protein QseC	0.12836443947638024	0.12671418074416385	0.0	0.5519639352511672	1787.0	1508.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00203_188	transcriptional regulatory protein QseB	0.09640535841701878	0.09555483124593803	0.5	0.3193716181255038	990.0	1824.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00204_189	protein YgiW	0.836240651010187	0.8358952223053763	1.0	0.6468873199760683	23.0	294.0	True	False	False	False	True	False
CP003496.1_prot_D7S_00206_191	formate dehydrogenase accessory protein FdhE	0.843030986404465	0.844656802704327	0.0	0.5207109429094234	528.0	417.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00207_192	2',3'-cyclic-nucleotide 2'-phosphodiesterase	0.2585578652914017	0.2582899357155221	0.0	0.7745611988983516	1563.0	952.0	True	False	True	False	True	False
CP003496.1_prot_D7S_00208_193	ABC transport system periplasmic protein	0.27442330886996325	0.27521199540344043	0.0	0.8676758746158757	1542.0	741.0	True	True	True	True	True	True
CP003496.1_prot_D7S_00209_194	ABC transport system permease protein	0.3471794848084493	0.344191394367233	0.0	0.07053771335284492	1406.0	1825.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00210_195	transport system permease protein	0.3682594636003538	0.3667451169515797	0.0	0.19353767120782003	1357.0	1669.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00211_196	putative siderophore ABC superfamily ATP binding cassette transporter, ABC protein	0.30684973586928843	0.3063293012598319	0.0	0.5979415695929897	1489.0	1164.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00212_197	NlpD protein	0.29378150639587464	0.29285151717142976	0.0	0.5121834067109391	1512.0	1344.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00213_198	zinc import ATP-binding protein ZnuC	0.10112194781971184	0.10115555365800619	0.0	0.6107174198987941	1829.0	1465.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00214_199	high-affinity zinc uptake system membrane protein ZnuB	0.2480247913493703	0.2500705915447732	0.0	0.8638764941586559	1588.0	807.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00215_200	SoxR-reducing system protein RsxE	0.014473961560383525	0.014419208932595247	0.0	0.19028654472536238	1979.0	1969.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00216_201	endonuclease III	0.5061249132526524	0.5034273459979639	0.5	0.8321574280340677	255.0	455.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00217_202	hypothetical protein	0.23581289354875812	0.24193818173487017	0.0	0.41567847208345776	1611.0	1540.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00218_203	electron transport complex protein RnfE	0.34500758359052125	0.34660861776543855	0.0	0.28179558888143025	1414.0	1582.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00219_204	electron transport complex protein RnfG	0.4538190904521935	0.44891715769554663	0.0	0.787294083356175	1222.0	589.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00220_205	electron transport complex protein RnfD	0.7979601288012912	0.8003100940089831	0.0	0.35367020260480253	611.0	728.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00222_207	electron transport complex protein RnfB	0.13346541630115366	0.1336394428972963	0.0	0.01130231922712898	1774.0	1982.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00223_208	Electron transport complex protein rnfA	0.6044690953534236	0.6041375921834391	0.0	0.41171790282123105	968.0	981.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00224_209	NAD-dependent epimerase/dehydratase	0.29671148039668316	0.29864854402795926	0.0	0.31773163250808306	1507.0	1599.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00225_210	arginine repressor	0.6778627142888902	0.6764752376406513	0.5	0.5648496282881578	193.0	579.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00227_212	malate dehydrogenase, NAD-dependent	0.6098720607673076	0.6087488682705289	0.0	0.44081610932263304	955.0	926.0	False	False	True	True	True	True
CP003496.1_prot_D7S_00228_213	hypothetical protein	0.14554951137042993	0.1473283314192515	0.0	0.8217395373316392	1743.0	1059.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00229_214	branched-chain amino acid aminotransferase	0.6325029007001554	0.6328097235068986	0.0	0.13275777910943237	908.0	1408.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00230_215	DNA-binding transcriptional activator GcvA	0.7139914556712423	0.7120153294953249	0.0	0.33991254677659577	761.0	920.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00231_216	putative RNA 2'-O-ribose methyltransferase MtfA	0.9122425955872032	0.9131598493121249	0.0	0.6872567995212322	411.0	192.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00232_217	transcriptional regulator NrdR	0.8224894866456633	0.8194205314490197	0.0	0.9516729714307499	565.0	64.0	False	False	False	True	False	True
CP003496.1_prot_D7S_00233_218	riboflavin biosynthesis protein RibD	0.2636299032874089	0.27049500321748543	0.0	0.6693555040496084	1553.0	1103.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00234_219	periplasmic serine peptidase DegS	0.8521491505849522	0.8531959067510284	0.0	0.11792426139689119	513.0	1057.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00235_220	5'-nucleotidase YfbR	0.15913990585189694	0.15700454432932343	0.0	0.680735400533945	1723.0	1284.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00236_221	CitT protein	0.11010751851357903	0.10980281807226336	0.0	0.20706535417045846	1814.0	1915.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00237_222	transcriptional regulator ModE	0.14270855034858146	0.14022536241373182	0.0	0.6410057766166695	1752.0	1382.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00238_223	molybdate ABC transporter, periplasmic molybdate-binding protein	0.22510977586726164	0.22392689417144504	0.0	0.4538151579056457	1628.0	1509.0	True	True	True	True	True	True
CP003496.1_prot_D7S_00239_224	molybdate ABC transporter, permease protein	0.18466068432213595	0.18602287523256572	0.0	0.025915733050735756	1679.0	1967.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00240_225	molybdate ABC transporter, ATP-binding protein	0.7227241527774613	0.7256852161893418	0.0	0.058451827404025866	748.0	1375.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00241_226	cytosol aminopeptidase	0.07490529767686661	0.0739319860689587	0.0	0.2721111872760491	1868.0	1885.0	False	False	True	True	True	True
CP003496.1_prot_D7S_00242_227	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase	0.6672640051774565	0.6716121490058095	0.0	0.2741954242420907	845.0	1097.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00243_228	conserved permease	0.6429265592488869	0.6463349224443118	0.0	0.2111615757639231	889.0	1243.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00244_229	5,10-methylenetetrahydrofolate reductase	0.3380823270074551	0.33795763843319276	0.0	0.2652613116236716	1428.0	1614.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00246_231	shikimate 5-dehydrogenase	0.25134831793082596	0.2512920775780738	0.0	0.1278994070900583	1580.0	1859.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00248_233	hypothetical protein	0.40097773990982855	0.40265219967618254	0.0	0.6096267329293156	1307.0	989.0	False	False	False	True	False	True
CP003496.1_prot_D7S_00249_234	hydrogenase expression/formation protein HypE	0.6411417336716244	0.6398570436778879	0.0	0.36161531491972737	894.0	1011.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00250_235	hydrogenase expression/formation protein HypD	0.4888876656515423	0.49455063831921253	0.0	0.3797515520392943	1163.0	1209.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00251_236	hydrogenase accessory protein HypB	0.1440541410450569	0.14396263636759687	0.5	0.8302815017978087	887.0	1049.0	False	False	False	True	False	True
CP003496.1_prot_D7S_00252_237	cobalt transport ATP-binding protein CbiO	0.061705631069649935	0.060553575245944444	0.0	0.06276936628062109	1890.0	1987.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00254_238	hypothetical protein	0.33494095487712633	0.3375897341682564	0.0	0.06852177236690107	1435.0	1834.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00255_239	50S ribosomal protein L25	0.663149427598225	0.6641701141768449	0.0	0.3697354543357046	855.0	948.0	True	True	False	False	True	True
CP003496.1_prot_D7S_00257_240	putative periplasmic binding protein CbiK	0.2654074657542461	0.2608264541577513	0.5	0.791786007465607	665.0	918.0	True	True	True	True	True	True
CP003496.1_prot_D7S_00258_241	MTA/SAH nucleosidase	0.16496187055894812	0.16586529294788643	0.0	0.27356737410492543	1714.0	1804.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00259_242	thiol-disulfide interchange protein	0.09813672913576432	0.09730781863584917	0.0	0.3473880104937372	1832.0	1796.0	True	False	False	False	True	False
CP003496.1_prot_D7S_00260_243	single-stranded-DNA-specific exonuclease RecJ	0.9363756448796156	0.9374538745582996	1.0	0.988512265790535	10.0	8.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00261_244	thiol:disulfide interchange protein DsbC	0.10199964152109475	0.10173897485560993	0.0	0.7542667276591286	1828.0	1249.0	True	True	True	True	True	True
CP003496.1_prot_D7S_00262_245	peptide chain release factor 2	0.6220341282693806	0.6188709494242075	0.5	0.6177389754244638	212.0	586.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00263_246	lysyl-tRNA synthetase	0.8045243404437786	0.8007872894636909	1.0	0.7709016041874592	26.0	213.0	False	False	False	True	False	True
CP003496.1_prot_D7S_00264_247	hypothetical protein	0.7994396106965642	0.8026433889066654	0.0	0.4402594336575923	608.0	575.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00267_250	hypothetical protein	0.6910226717879813	0.6883009238032751	0.0	0.4655171121041194	801.0	729.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00269_252	tRNA/rRNA methyltransferase	0.5880438091672355	0.5888501777882553	0.0	0.2876052528333157	1003.0	1205.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00270_253	hypothetical protein	0.4703300616435595	0.4706026445854263	0.0	0.7192196069423417	1196.0	661.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00271_254	TRNA/rRNA methyltransferase	0.8140338115775254	0.8151744678280453	0.0	0.4006209603330425	580.0	610.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00273_256	tRNA/rRNA methyltransferase	0.4809172285717248	0.4842849568862517	0.0	0.47145639842845255	1180.0	1080.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00274_257	tRNA/rRNA methyltransferase	0.9347704478268191	0.9342910542688212	0.0	0.46090425651401895	370.0	388.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00275_258	hypothetical protein	0.5224034715874295	0.5249215143068848	0.0	0.4983562255219892	1105.0	968.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00276_259	hypothetical protein	0.5156921192727029	0.5188248621690987	0.0	0.551683471759632	1119.0	889.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00278_261	tRNA/rRNA methyltransferase	0.9295709951949969	0.9301880925288708	0.0	0.5298227952489427	379.0	312.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00279_262	hypothetical protein	0.42032109084516267	0.4251426478799367	0.0	0.5067688621400689	1279.0	1121.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00280_263	hypothetical protein	0.6820657406785793	0.6837832666531203	0.0	0.3531770726326461	818.0	946.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00281_264	tRNA/rRNA methyltransferase	0.7081094565395625	0.7072306356854763	0.0	0.462616924184329	772.0	694.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00282_265	hypothetical protein	0.6615979842729747	0.6607192967734468	0.0	0.5555468579620071	859.0	609.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00283_266	tRNA/rRNA methyltransferase	0.8984082031998604	0.9002841631522538	0.0	0.4772603877263809	431.0	406.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00286_267	sugar phosphate permease	0.023871449771427987	0.02438662637589588	0.0	0.1830764964323884	1963.0	1968.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00287_268	inositol monophosphatase	0.5249580823937281	0.5240739669064799	0.0	0.3527598947813891	1099.0	1204.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00288_269	protein IolB	0.4056787128945478	0.4087697344136846	0.0	0.4797896934093022	1300.0	1189.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00291_272	Sel1 domain protein repeat-containing protein	0.724630489268408	0.724816896601881	0.0	0.10476842939676109	740.0	1297.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00293_273	phospholipase D/Transphosphatidylase	0.8939304853160676	0.8958560688614956	0.5	0.9485552174774221	102.0	38.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00294_274	Rhs element Vgr protein	0.722441666184471	0.7243997224078191	0.5	0.9434296350137955	164.0	139.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00296_276	DNA-binding transcriptional regulator FruR	0.4172715274731173	0.4137175132486776	0.5	0.6985390973010122	405.0	813.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00297_277	PurR protein	0.16714911053692644	0.16688410927876726	0.0	0.2997600912624102	1709.0	1777.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00298_278	homoserine O-acetyltransferase	0.45972080387466735	0.45447020660086646	0.0	0.18561837501127998	1216.0	1564.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00299_279	HTH-type transcriptional repressor PurR	0.2849218509511072	0.284210566602738	0.5	0.5425476121908106	633.0	1301.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00301_281	dsDNA-mimic protein	0.86740212719626	0.8654946279800073	0.0	0.43789573637904655	488.0	486.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00302_282	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	0.7268587642202681	0.7278165311950415	0.0	0.6668914586486727	732.0	390.0	False	False	True	False	True	False
CP003496.1_prot_D7S_00303_283	HTH-type transcriptional regulator CysB	0.44212843963514037	0.4379100551946154	0.0	0.5266457784691877	1242.0	1066.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00304_284	ribosomal large subunit pseudouridine synthase B	0.12973248518306965	0.12932106028675977	0.5	0.9393380177280122	916.0	892.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00305_285	SUA5 protein	0.41853352334207317	0.41715693559771205	0.0	0.29420037349719647	1283.0	1466.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00306_286	chorismate mutase/prephenate dehydrogenase	0.7635281531096485	0.7662166178860915	0.0	0.2505439751708842	667.0	979.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00307_287	signal peptide peptidase SppA, 67K type	0.7824789016710059	0.7829617405443081	0.0	0.3771911444345214	639.0	711.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00308_288	NfnB protein	0.7266407184422405	0.73004129872478	0.0	0.5440104333503921	733.0	531.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00311_290	dihydrolipoyl dehydrogenase	0.04176337786065314	0.042505461075335815	0.0	0.18201584991134326	1924.0	1959.0	False	False	True	True	True	True
CP003496.1_prot_D7S_00312_291	dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	0.6356534254660078	0.6395945543871613	0.5	0.767478819885153	207.0	372.0	False	True	True	True	True	True
CP003496.1_prot_D7S_00315_293	tellurite resistance protein TehB	0.6087435871790483	0.6101962545262131	0.0	0.38680149498725486	957.0	1018.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00318_296	4-alpha-glucanotransferase	0.892134067340592	0.8892187523623158	0.0	0.7713608972420751	446.0	143.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00320_298	CvpA family protein	0.7488101056766314	0.7502307090437028	0.0	0.23688711325337963	690.0	1029.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00321_299	membrane protein yfbV	0.6817106392487675	0.6789403540676828	0.0	0.6772061229693653	819.0	428.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00323_300	acetate kinase	0.13673130270440273	0.13673436299033112	0.0	0.3867434650675084	1766.0	1715.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00324_301	phosphate acetyltransferase	0.46378419591655584	0.462123209897245	0.0	0.5614022811351593	1208.0	967.0	False	False	True	False	True	False
CP003496.1_prot_D7S_00325_302	putative rmlC-like jelly roll fold-containing protein	0.848797322182909	0.8486100168620665	0.0	0.6466626227392851	521.0	282.0	True	False	False	False	True	False
